A32 , A32 , 
30/06/2020 , 03/07/2020 , 
GREEN , YELLOW , 
#FF0000 , #FF0000 , 
-6 , -9 , 
28.60000 , 28.60000 , 
-4 , -0 , 
27.91560 , 27.91560 , 
0 , 3 , 
27.06880 , 27.06880 , 
0 , 3 , 
30.46236 , 30.47630 , 
26.37619 , 26.38095 , 
22.29002 , 22.28560 , 
29.17541 , 28.77763 , 
27.90000 , 28.36667 , 
26.62459 , 27.95571 , 
28.19500 , 28.45500 , 
26.90800 , 27.18400 , 
26.30900 , 26.27900 , 
26.81338 , 26.85930 , 
28.40000 , 28.60000 , 
29.90000 , 28.60000 , 
27.60000 , 28.10000 , 
28.30000 , 28.40000 , 
7,100 , 19,000 , 
BULLISH BREAKOUT ,  , 
 ,  , 
WEDGE , UP CHANNEL , 
27.36 28.12 , 27.23 29.98 , 
,,,,,,,,,, , ,,,,,,,,,, , 
29.90000 , 28.60000 , 
27.60000 , 28.10000 , 
31.50000 , 28.70000 , 
25.70000 , 28.10000 , 
28.90000 , 31.50000 , 
24.30000 , 25.70000 , 
25.00000 , 28.90000 , 
22.70000 , 24.30000 , 
24.18326 , 24.18326 , 
28.05947 , 28.05947 , 
26.12136 , 26.12136 , 
30.28243 , 30.25579 , 
27.52948 , 27.50526 , 
27.52754 , 27.53382 , 
29.70000 , 29.70000 , 
26.40000 , 27.00000 , 
27.50000 , 27.50000 , 
28.90000 , 28.45000 , 
28.20000 , 27.97500 , 
27.10000 , 27.10000 , 
25.30000 , 25.30000 , 
27.17881 , 27.17881 , 

ABR , ABR , 
30/06/2020 , 03/07/2020 , 
YELLOW , YELLOW , 
#FF0000 , #FF0000 , 
28.40000 , 28.40000 , 
#FF0000 , #FF0000 , 
0 , 0 , 
0.00 , 0.00 , 
14.52 , 0.00 , 
#009300 , #009300 , 
134.71 , 134.71 , 
#FFFF00 , #800080 , 
#FFFFFF , #FFFFFF , 
#FFFF00 , #FFFF00 , 
#FFFFFF , #FFFFFF , 
9.00 , 4.00 , 
#009300 , #009300 , 
#FFFFFF , #FFFFFF , 
-1 , -1 , 
#FF0000 , #FF0000 , 
28.40000 , 28.40000 , 
#FFFFFF , #FFFFFF , 
28.40000 , 28.40000 , 
#009300 , #009300 , 
#FFFFFF , #FFFFFF , 
14.5 , 14.5 , 
4 , 7 , 
#FF0000 , #FF0000 , 
#FFFFFF , #FFFFFF , 
-4.1 , -4.1 , 
-7 , -10 , 
#009300 , #009300 , 
#FF0000 , #FF0000 , 
2.0 , 2.0 , 
2 , 5 , 
#FFFFFF , #FFFFFF , 
#FF0000 , #FF0000 , 
28.40 , 28.40 , 
0 , 0 , 
34.41 , 34.41 , 
34.41 , 34.41 , 
34.04 , 34.04 , 
31.40 , 31.40 , 
29.55 , 29.55 , 
27.70 , 27.70 , 
25.41 , 25.41 , 
9.23 , 0.00 , 
32.98 , 0.00 , 
70.10 , 84.19 , 
0.000 , 0.000 , 
0.000 , 0.000 , 
34.98180 , 34.98180 , 
-15 , -18 , 
33.08340 , 33.08340 , 
-15 , -18 , 
31.75000 , 31.75000 , 
-13 , -16 , 
27.69740 , 27.69740 , 
2 , 5 , 
25.40520 , 25.40520 , 
4 , 7 , 
40.03378 , 40.03378 , 
28.99524 , 28.99524 , 
17.95669 , 17.95669 , 
28.40000 , 28.40000 , 
28.40000 , 28.40000 , 
28.40000 , 28.40000 , 
29.70000 , 28.35000 , 
31.04000 , 30.83400 , 
29.02300 , 29.32300 , 
24.42607 , 24.54352 , 
28.40000 , 28.40000 , 
28.40000 , 28.40000 , 
28.40000 , 28.40000 , 
28.40000 , 28.40000 , 
0 , 0 , 
 ,  , 
 ,  , 
DOWN CHANNEL , DOWN CHANNEL , 
16.3 20.25 , 13.6 17.04 , 
,,,,,,,,,, , ,,,,,,,,,, , 
28.40000 , 28.40000 , 
28.40000 , 28.40000 , 
37.40000 , 28.40000 , 
21.70000 , 28.40000 , 
37.40000 , 37.40000 , 
26.10000 , 21.70000 , 
35.00000 , 37.40000 , 
28.10000 , 26.10000 , 
31.77824 , 31.77824 , 
14.09154 , 14.09154 , 
22.93489 , 22.93489 , 
26.93318 , 26.99918 , 
24.48470 , 24.54471 , 
24.13350 , 24.27600 , 
37.40000 , 28.40000 , 
21.70000 , 21.70000 , 
29.55000 , 29.55000 , 
29.55000 , 26.75000 , 
29.55000 , 28.15000 , 
28.80000 , 28.80000 , 
31.10000 , 31.15000 , 
26.50000 , 26.50000 , 

ABS , ABS , 
30/06/2020 , 03/07/2020 , 
RED , YELLOW , 
#FF0000 , #009300 , 
11.25000 , 12.30000 , 
#009300 , #009300 , 
187,560 , 121,590 , 
-6.64 , 0.82 , 
-9.64 , -5.02 , 
#000000 , #000000 , 
0.00 , 0.00 , 
#800080 , #FFFF00 , 
#FFFFFF , #FFFFFF , 
#800080 , #800080 , 
#FFFFFF , #FFFFFF , 
-4.00 , 0.00 , 
#AAAAAA , #AAAAAA , 
#FFFFFF , #FFFFFF , 
{EMPTY} , {EMPTY} , 
#FF0000 , #009300 , 
11.25000 , 12.30000 , 
#FFFFFF , #FFFFFF , 
12.95000 , 11.60000 , 
#FF0000 , #009300 , 
#FFFFFF , #FFFFFF , 
-13.1 , 6.0 , 
-1 , 1 , 
#FF0000 , #FF0000 , 
#FFFFFF , #FFFFFF , 
-37.0 , -31.1 , 
-46 , -49 , 
#FF0000 , #FF0000 , 
#FF0000 , #009300 , 
-11.0 , -2.7 , 
-1 , -4 , 
#FFFFFF , #FFFFFF , 
#FF0000 , #009300 , 
11.25 , 12.30 , 
187,560 , 121,590 , 
12.83 , 12.83 , 
33.44 , 14.21 , 
13.47 , 13.41 , 
12.90 , 12.79 , 
12.50 , 12.35 , 
12.10 , 11.91 , 
11.60 , 11.37 , 
-38.83 , 16.19 , 
-63.88 , 13.24 , 
-75.58 , 5.54 , 
0.000 , 0.000 , 
0.000 , 0.000 , 
13.69324 , 13.69324 , 
-2 , -5 , 
13.07484 , 13.07484 , 
-2 , -5 , 
12.54395 , 12.54395 , 
-1 , -4 , 
12.13237 , 11.91340 , 
-1 , 1 , 
11.60240 , 11.37320 , 
-0 , 2 , 
0.00000 , 0.00000 , 
0.00000 , 0.00000 , 
0.00000 , 0.00000 , 
13.47218 , 12.65158 , 
12.08333 , 12.03333 , 
10.69449 , 11.41509 , 
12.69595 , 12.43259 , 
14.15119 , 13.72147 , 
0.00000 , 0.00000 , 
0.00000 , 0.00000 , 
11.30000 , 12.00000 , 
11.85000 , 12.30000 , 
11.25000 , 11.70000 , 
11.25000 , 12.30000 , 
187,560 , 121,590 , 
 ,  , 
 ,  , 
BROADENING WEDGE , BROADENING WEDGE , 
9.08 14.22 , 10.44 14.25 , 
,,,,,,,,,, , ,,,,,,,,,, , 
11.85000 , 12.30000 , 
11.25000 , 11.70000 , 
14.20000 , 12.30000 , 
10.80000 , 10.50000 , 
15.44637 , 14.20000 , 
13.03287 , 10.80000 , 
36.34723 , 15.44637 , 
15.49464 , 13.03287 , 
27.76565 , 27.76565 , 
13.34988 , 12.97905 , 
20.55777 , 20.37235 , 
 ,  , 
 ,  , 
 ,  , 
14.10000 , 14.20000 , 
10.80000 , 10.80000 , 
17.27439 , 14.83158 , 
12.50000 , 12.35000 , 
14.88720 , 13.59079 , 
23.57362 , 23.42362 , 
24.87107 , 25.65545 , 
24.42457 , 24.42457 , 

ABT , ABT , 
30/06/2020 , 03/07/2020 , 
RED , RED , 
#FF0000 , #009300 , 
31.00000 , 31.15000 , 
#FF0000 , #009300 , 
10 , 17,980 , 
0.00 , 0.48 , 
-3.13 , 0.48 , 
#FF0000 , #FF0000 , 
-5.22 , -4.77 , 
#800080 , #009300 , 
#FFFFFF , #FFFFFF , 
#800080 , #FFFF00 , 
#FFFFFF , #FFFFFF , 
-1.00 , 3.00 , 
#FF0000 , #FF0000 , 
#FFFFFF , #FFFFFF , 
-1 , -1 , 
#FF0000 , #009300 , 
31.00000 , 31.15000 , 
#FFFFFF , #FFFFFF , 
31.00000 , 31.00000 , 
#FF0000 , #009300 , 
#FFFFFF , #FFFFFF , 
-3.1 , 0.5 , 
-3 , 0 , 
#FF0000 , #009300 , 
#FFFFFF , #FFFFFF , 
-7.3 , 0.5 , 
-19 , 0 , 
#FF0000 , #FF0000 , 
#FF0000 , #FF0000 , 
-1.0 , -0.6 , 
-7 , 0 , 
#FFFFFF , #FFFFFF , 
#FF0000 , #FF0000 , 
31.00 , 31.15 , 
10 , 17,980 , 
31.28 , 31.28 , 
32.57 , 31.46 , 
33.02 , 33.02 , 
32.24 , 32.24 , 
31.70 , 31.70 , 
31.16 , 31.16 , 
30.49 , 30.49 , 
0.00 , 1.45 , 
-6.25 , 2.42 , 
-16.01 , -3.04 , 
0.000 , 0.000 , 
0.000 , 0.000 , 
33.59010 , 33.59010 , 
-15 , -18 , 
32.24280 , 32.24280 , 
-7 , -10 , 
31.70000 , 31.70000 , 
-3 , -6 , 
31.15720 , 31.15720 , 
-3 , -6 , 
30.53280 , 30.53280 , 
9 , 12 , 
34.44382 , 34.43863 , 
32.08641 , 32.09356 , 
29.72901 , 29.74848 , 
31.00000 , 31.19142 , 
31.00000 , 31.05000 , 
31.00000 , 30.90858 , 
31.92750 , 31.63250 , 
32.31700 , 32.23600 , 
32.45987 , 32.35041 , 
33.25618 , 33.19100 , 
31.00000 , 33.15000 , 
31.00000 , 33.15000 , 
31.00000 , 31.15000 , 
31.00000 , 31.15000 , 
10 , 17,980 , 
 ,  , 
 ,  , 
ASCENDING TRIANGLE , ASCENDING TRIANGLE , 
34.57 32 , 36.29 32 , 
,,,,,,,,,, , ,,,,,,,,,, , 
31.00000 , 33.15000 , 
31.00000 , 31.15000 , 
34.00000 , 33.15000 , 
29.40000 , 31.00000 , 
34.20000 , 34.00000 , 
31.35000 , 29.40000 , 
35.40000 , 34.20000 , 
31.00000 , 31.35000 , 
27.39592 , 27.39592 , 
36.34134 , 36.34134 , 
31.86863 , 31.86863 , 
36.55560 , 36.45494 , 
33.23236 , 33.14086 , 
33.42390 , 33.37087 , 
32.60000 , 32.60000 , 
29.40000 , 31.00000 , 
32.40000 , 32.40000 , 
31.70000 , 31.27500 , 
32.05000 , 31.83750 , 
32.55882 , 32.55882 , 
32.50441 , 32.50441 , 
33.12426 , 33.02720 , 

AC4 , AC4 , 
30/06/2020 , 03/07/2020 , 
GREEN , GREEN , 
#FF0000 , #FF0000 , 
4.50000 , 4.50000 , 
#FF0000 , #FF0000 , 
0 , 0 , 
0.00 , 0.00 , 
0.00 , 0.00 , 
#000000 , #000000 , 
0.00 , 0.00 , 
#800080 , #800080 , 
#FFFFFF , #FFFFFF , 
#800080 , #800080 , 
#FFFFFF , #FFFFFF , 
2.00 , 2.00 , 
#FF0000 , #FF0000 , 
#FFFFFF , #FFFFFF , 
0 , 0 , 
#FF0000 , #FF0000 , 
4.50000 , 4.50000 , 
